id,Churn
594194,0.22077927429852406
594195,0.0016990077176146305
594196,0.2810603835200562
594197,0.01579047993895339
594198,0.7904912410736333
594199,0.40746349346984223
594200,0.9676413467795348
594201,0.007329089601747486
594202,0.11100137204138107
594203,0.6159461510104263
594204,0.012493422868037193
594205,0.09341724381773805
594206,0.49210938728030684
594207,0.9499656978377916
594208,0.00940467708045861
594209,0.08147577757043727
594210,0.7469535163600236
594211,0.00734430538357856
594212,0.967663462961293
594213,0.5110722793585771
594214,0.0042323282102290204
594215,0.8357260153006113
594216,0.008880952402715626
594217,0.9848830970014699
594218,0.10555517259626444
594219,0.4715697360280814
594220,0.010457480353727133
594221,0.050123631892929274
594222,0.004439272788462286
594223,0.9680000938616611
594224,0.008496513700838334
594225,0.03932834769949507
594226,0.9887681378594009
594227,0.26593915125868217
594228,0.38993390108910403
594229,0.06294172818072583
594230,0.0012841261737263287
594231,0.3637965030442774
594232,0.07960129237876724
594233,0.9883179706406489
594234,0.8181216947702852
594235,0.8105817669178697
594236,0.9503676913836538
594237,0.30799775207401126
594238,0.20351854368505448
594239,0.962915702822353
594240,0.7645718352044065
594241,0.902399073267393
594242,0.8649072516469639
594243,0.03526752931136405
594244,0.15394562612813253
594245,0.4874084638583789
594246,0.7540988756407356
594247,0.8520696012936133
594248,0.5921975847951039
594249,0.4089880864415673
594250,0.004425512655239762
594251,0.9409160547950122
594252,0.9299842546553909
594253,0.004052050465860936
594254,0.5328451535651906
594255,0.7829630977113957
594256,0.0027934305703394375
594257,0.5014260721916687
594258,0.30902777231297635
594259,0.0066873956375433025
594260,0.9739789666834753
594261,0.15612536411599215
594262,0.9377380920264262
594263,0.09124538931128089
594264,0.8581067624681912
594265,0.0201554457427959
594266,0.3165759266571883
594267,0.011449078973928793
594268,0.0033818842957304314
594269,0.4494862821738526
594270,0.11039159208490786
594271,0.7130023224420914
594272,0.03959381637958678
594273,0.7581905421190251
594274,0.03358829283479636
594275,0.2663558978214348
594276,0.3784571354574539
594277,0.05360641016382774
594278,0.9278733950740777
594279,0.9786649895299182
594280,0.7393685273424919
594281,0.015404362739357413
594282,0.9371383377470686
594283,0.5205156080257645
594284,0.008028033091559635
594285,0.16005067558182684
594286,0.9005695870045908
594287,0.00741838440449765
594288,0.029495023092679727
594289,0.0024501079554716853
