id,Churn
594194,0.21966812653370538
594195,0.001641442286033988
594196,0.27927445613011015
594197,0.015727098455464494
594198,0.7911454598024164
594199,0.40317197324762044
594200,0.9670580280447559
594201,0.007419745439891866
594202,0.11483329723574585
594203,0.611183241309317
594204,0.013211743425298015
594205,0.09766437699288219
594206,0.4901325590768762
594207,0.951493846663607
594208,0.008743124551786455
594209,0.08960384098699588
594210,0.7548129165615688
594211,0.0072654754015896075
594212,0.9679020955712291
594213,0.5192448353400385
594214,0.004290291585135789
594215,0.8378315453335059
594216,0.009431449580410173
594217,0.9847296859559533
594218,0.11329033849019593
594219,0.47258779997613676
594220,0.011292812963059123
594221,0.04837633807426418
594222,0.0041820373057888495
594223,0.9689820234808642
594224,0.007908193926476442
594225,0.040550885324958326
594226,0.9892159697079328
594227,0.2630808151503574
594228,0.39206949592052853
594229,0.06559126429832092
594230,0.001255198178537071
594231,0.3581029644692124
594232,0.06781666233093309
594233,0.988447711084689
594234,0.8167235409403508
594235,0.8121785490627011
594236,0.9508092302665582
594237,0.3068452957396771
594238,0.20042767335015163
594239,0.9625305013492214
594240,0.7646512084770928
594241,0.9038345639237751
594242,0.8629681071339146
594243,0.03441963288933034
594244,0.14758621967744515
594245,0.4883077957554287
594246,0.7541606032325926
594247,0.8527108199514356
594248,0.608795486759035
594249,0.4107753158444091
594250,0.004523119664791023
594251,0.9395459632003853
594252,0.9273740336939659
594253,0.00372103497578471
594254,0.5313748273785615
594255,0.7716092584955794
594256,0.0029506696528324083
594257,0.5049808273074451
594258,0.3078462552549171
594259,0.007128945640230536
594260,0.9738583353331888
594261,0.15024839596194708
594262,0.9376140722880756
594263,0.08851662408937956
594264,0.857758903467084
594265,0.018984922680801743
594266,0.3224633678601318
594267,0.010452808690223673
594268,0.0030380816973754063
594269,0.43342530184601
594270,0.11410369352442455
594271,0.7122034408895859
594272,0.04332358769323022
594273,0.7613706009077842
594274,0.03537554657699015
594275,0.2630571046877609
594276,0.3673973259028749
594277,0.0479069709638629
594278,0.9271145740231734
594279,0.9785442020612052
594280,0.7396310221984754
594281,0.016271584732180516
594282,0.9352646206338258
594283,0.5218475463730685
594284,0.0075823716237783
594285,0.1623018753420857
594286,0.8988528762666907
594287,0.006812261680234774
594288,0.02836234403793112
594289,0.0023479416907692375
594290,0.002691040220911723
594291,0.005627832548342641
594292,0.23303702652932196
594293,0.9350642451456642
594294,0.22005211395555618
594295,0.7090130475268834
594296,0.4361908536009751
594297,0.06528642381330899
594298,0.002561978246544746
594299,0.21911042974502298
594300,0.6368347113793308
594301,0.5005708751814538
594302,0.8569546874454556
594303,0.18333611980638287
594304,0.9060029715349935
594305,0.3057020187281379
594306,0.0858572542300173
594307,0.003633677697251317
594308,0.5036420441751052
594309,0.8949440348980504
594310,0.9502419401914375
594311,0.00287905042651335
594312,0.11189148718126758
594313,0.004178477948216845
594314,0.3366372571266822
594315,0.9272461077476699
594316,0.002622263884486109
594317,0.4255528454475429
594318,0.004344217191362691
594319,0.0031092387770081504
594320,0.7743289503187496
594321,0.009269883892704094
594322,0.16342122755675448
594323,0.023150224619652417
594324,0.34020556395536516
594325,0.02217942976965251
594326,0.04946483616197163
594327,0.9297975247195063
594328,0.6266805330221263
594329,0.42006734557560155
594330,0.010118235392122466
594331,0.9106289919778223
594332,0.019895560998603207
594333,0.8217471116730697
594334,0.016967280921565922
594335,0.5862968544922286
594336,0.0034550491526072757
594337,0.07470554642029652
594338,0.009878159495127648
594339,0.7509990871709743
594340,0.26094931692817924
594341,0.006824428844960942
594342,0.5213431213709481
594343,0.4820933545277751
594344,0.13028420538106467
594345,0.7597644764096502
594346,0.003164920073889846
594347,0.01470216894264081
594348,0.0022925051190047273
594349,0.440567270748675
594350,0.6031578407157215
594351,0.002773621011315048
594352,0.022568507976584565
594353,0.01041954670021187
594354,0.05125562299081611
594355,0.007101965545621524
594356,0.44282854261893023
594357,0.014822876894221909
594358,0.3637681133182799
594359,0.010356997610588009
594360,0.21397001388576292
594361,0.004926675292015825
594362,0.008336545498888107
594363,0.053443962902881115
594364,0.6510356858428268
594365,0.0762333785165375
594366,0.5218027130578262
594367,0.544540447958007
594368,0.00555674956733123
594369,0.7781636360699349
594370,0.005020605070852886
594371,0.6449139123955854
594372,0.43892050504234353
594373,0.2799073214920903
594374,0.07178902405730844
594375,0.23281205161588123
594376,0.1674682202085367
594377,0.03587663243178808
594378,0.24793232857539785
594379,0.0041863499640266075
594380,0.6496315306327112
594381,0.7720866926969818
594382,0.5859656565038174
594383,0.00544505425596387
594384,0.3504928597927393
594385,0.05022677208985371
594386,0.6962499347691775
594387,0.001831828661854037
594388,0.8940887619454332
594389,0.542547352465202
594390,0.001556507962340007
594391,0.8076813247873333
594392,0.4827969142848532
594393,0.8069271117239698
594394,0.5927878809868485
594395,0.03953614572549566
594396,0.5472995045459195
594397,0.02205360758946551
594398,0.7595025835252375
594399,0.724730513714837
594400,0.403622849734655
594401,0.979167121004191
594402,0.036551219340255764
594403,0.3541531850648636
594404,0.03478668733696642
594405,0.9322563897525267
594406,0.16546317831999174
594407,0.06896242834316085
594408,0.5846137496723456
594409,0.12089634199738625
594410,0.014906454065668049
594411,0.8479654139680284
594412,0.7073851253851586
594413,0.00930852235958613
594414,0.009021288817778719
594415,0.005550715894041391
594416,0.8615519510403042
594417,0.002077902083040285
594418,0.00802454965900542
594419,0.005168608395267168
594420,0.008384090891316887
594421,0.9241020213000677
594422,0.17477759366701903
594423,0.0440847816160851
594424,0.04424101305129159
594425,0.002792703265532204
594426,0.011437831004436233
594427,0.9366931381167527
594428,0.019388544467932936
594429,0.031317885170486386
594430,0.022030293016829315
594431,0.5486671501441365
594432,0.013857375423404886
594433,0.8668228103357707
594434,0.016412659962412382
594435,0.3539565549069633
594436,0.3706654397456771
594437,0.008112330918854336
594438,0.027092010517590227
594439,0.062230936907463716
594440,0.003693648281823675
594441,0.011003643506420777
594442,0.05003386677856382
594443,0.016831745032144414
594444,0.8261461296143449
594445,0.8406061245202632
594446,0.0031679518601932764
594447,0.8582178685352692
594448,0.6320364825522188
594449,0.05916096930435474
594450,0.11618789080734508
594451,0.2654016311388361
594452,0.32359165746310015
594453,0.0022211067719345094
594454,0.1032083323782451
594455,0.9261224209423249
594456,0.8887207240506245
594457,0.015076625075832503
594458,0.49602804584403315
594459,0.02153641256551034
594460,0.12596600359735935
594461,0.031878223297476534
594462,0.21627463620444298
594463,0.01880869409814016
594464,0.351649883632716
594465,0.1261338132936422
594466,0.5276803903668249
594467,0.012448319216245118
